activity_name,religious_group_name,region,note,month,day,activity_id,date
¥É¬Ó¤j«Ò¤d¬î¸t½Ï,´I¤å®c,®ç¶é¥«¤j¶é°Ï,®¥½Ð¦b¦aªþªñ¼q¦t¥D¯«¦@¤»¦ì¡AºtÀ¸¥þÂi¤@¤é¡A¤Ñ¤W¸t¥À²³¯«µ¥Â¶¹Ò,1,9,4225, 2022-01-09
¹p©²¤ý·Ý¸t½Ï¤d¬î,´I¤å®c,®ç¶é¥«¤j¶é°Ï,Á|¿ì¥­¦wÀ\·|(¤ÈÀ\)¡AºtÀ¸¥þÂi¤@¤é,5,4,4226, 2022-05-04
¤¤¤¸¦a©x¸t½Ï¤d¬î,´I¤å®c,®ç¶é¥«¤j¶é°Ï,¯«½ÞÄvÁÉ¡A¤¤¤¸Äõ¬Ö¤_·|,7,15,4227, 2022-07-15
¤T©x¤j«Ò¸t½Ï¤d¬î,´I¤å®c,®ç¶é¥«¤j¶é°Ï,ºtÀ¸¥þÂi¤@¤é¡A¬èºÖªk·|(¦a¤è¤WºÙ¬°¥­¦wÀ¸),9,9,4228, 2022-09-09
¼s¿A´L¤ý¸t½Ï,¥ÃÂí®c,»O«n¥«¦w«n°Ï,,8,22,4229, 2022-08-22
²½¨å,ºÖ«n®c,·s¥_¥«Åaºq°Ï,,10,22,4230, 2022-10-22
ºÖ¼w¥¿¯«¤d¬î,ºÖ¼w®c,°ò¶©¥«¤C°ô°Ï,«H²³°Ñ«ô¡A¬è¨D­·½Õ«B¶¶¡B°ê®õ¥Á¦w¡C,2,2,4231, 2022-02-02
ºÖ¼w¥¿¯«¸t½Ï,ºÖ¼w®c,°ò¶©¥«¤C°ô°Ï,«H²³°Ñ«ô¡A¬è¨D­·½Õ«B¶¶¡B°ê®õ¥Á¦w¡C,8,15,4232, 2022-08-15
²½¨å,¤T©M¤T¤¸®c,®ç¶é¥«Às¼æ°Ï,,1,15,4233, 2022-01-15
²½¨å,°]¹Îªk¤H¥x¥_¥«¿ô¤ß®c,»O¥_¥«¤j¦P°Ï,,4,14,4234, 2022-04-14
¥D¯«¸t½Ï,°ê¤ý®c(¥Ð¼d§ø),·s¦Ë¿¤¾î¤s¶m,,10,10,4235, 2022-10-10
²½¨å,¤ô¬u§øºÖ¼w¯¨,«ÌªF¿¤¸U¤¦¶m,,8,15,4236, 2022-08-15
¦¶©²¤d·³¸t½Ï,ºÖ¶¶®c,»O¤¤¥«Às¤«°Ï,¥Ñ¥D©e²v¥þÅé©e­ûº[ºÊ¨Æ¹Î«ô®¥¯¬¦¶©²¤d·³¸t½Ï¤d¬î,10,3,4237, 2022-10-03
§õ©²¤d·³¸t½Ï,ºÖ¶¶®c,»O¤¤¥«Às¤«°Ï,¥Ñ¥D©e²v¥þÅé©e­ûº[ºÊ¨Æ¹Î«ô®¥¯¬¦¶©²¤d·³¸t½Ï¤d¬î,8,16,4238, 2022-08-16
¦À©²¤d·³¸t½Ï,ºÖ¶¶®c,»O¤¤¥«Às¤«°Ï,¥Ñ¥D©e²v¥þÅé©e­ûº[ºÊ¨Æ¹Î«ô®¥¯¬¦¶©²¤d·³¸t½Ï¤d¬î,6,18,4239, 2022-06-18
¬è¦wëÐ¹Ò,ºÖ¶¶®c,»O¤¤¥«Às¤«°Ï,°t¦X¹ü¤Æ¥««nº½®c¶ý¯ª¥X¨µ¡A©ó¥»§ø¦U¨¤¸¨¬è¦wëÐ¹Ò¡A¨Ã¶i¦æ¦wÀç»ö¦¡¡C,4,14,4240, 2022-04-14
³]Ãç,ºÖ¼w®c,ª÷ªù¿¤ª÷¨FÂí,,1,15,4241, 2022-01-15
²½¨å,«n§ëµL·¥º½¦À¤Ñ®c,«n§ë¿¤«n§ë¥«,,7,18,4242, 2022-07-18
º½¦Àª÷¥À¤j¤Ñ´L.¸t½Ï¤d¬î.¸U¹ØµLÃ¦,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¨C¦~¹A¾ä7¤ë18¤éº½¦Àª÷¥À¤j¤Ñ´L.¸t½Ï¤d¬î.¸U¹ØµLÃ¦,7,18,4243, 2022-07-18
°ó¼y¤T¤Ñ¬èºÖªk·|,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¨C¦~¹A¾ä4¤ë13.14.15¤é¤T¤ÑÁ|¿ì¼y¯¬°ó¼y¤j¨å¡A¦³»w¸g¬èºÖ¡B¸É¹B»ö¦¡,4,15,4244, 2022-04-15
¸É¬K¹B¡BÂI¿O¡B®ø¨a¡B¸Ñ¤Ì¡B¬èºÖªk·|,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¨C¦~¥¿¤ë¤Q¤­¤éÂI¿O¸É¬K¹B®ø¨a¸Ñ¤Ì¬èºÖªk·|¡A·P®¦¥À®Q¤Q¤è½Ñ¦òÅ@«ù,1,15,4245, 2022-01-15
¼yÆg¤¤¤¸´¶´çªk·|,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¥»°ó­q©ó¨C¦~¹A¾ä7¤ë29¤é¿ì²z¼yÆg¤¤¤¸´¶´çªk·|¡AÁ|¿ì´¶¬I¡A»w¸gÂ§«ôªk·|,7,29,4246, 2022-07-29
¥É¬Ó¤W«Ò¤j¤Ñ´L.¸U¹ØµLÃ¦.½Ï¨°§Ö¼Ö,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¨C¦~¹A¾ä¥¿¤ë9¤é¿ì²z¥É¬Ó¤W«Ò¤j¤Ñ´L.¸U¹ØµLÃ¦.½Ï¨°§Ö¼Ö,1,9,4247, 2022-01-09
¶ê¿Oªk·|,ÆFªÛ·O´f°ó,·s¥_¥«Åaºq°Ï,¨C¦~¹A¾ä12¤ë15¤é¶ê¿Oªk·|¡A¥À®Q¤j·O¤j´d¡AÅ@¯§²³¥Í¡A¶ê¿Oªk·|¡A¶êº¡µ²§ô¡A²³°ó¥Í¡A½]­º¡AÁÂ®¦,12,15,4248, 2022-12-15
¤Ñ©x½ççÄ,¦N¦w®c,»O¥_¥«¤º´ò°Ï,,1,15,4249, 2022-01-15
¤¤¤¸´¶´ç,¦N¦w®c,»O¥_¥«¤º´ò°Ï,,7,15,4250, 2022-07-15
¤g¦a¤½,ºÖ¦w®c,¶³ªL¿¤½Ç©¾¶m,,8,15,4251, 2022-08-15
²½¨å,µ½¾É±g,·s¥_¥«·s²ø°Ï,,2,19,4252, 2022-02-19
²½¨å,µ½¾É±g,·s¥_¥«·s²ø°Ï,,4,8,4253, 2022-04-08
²½¨å,µ½¾É±g,·s¥_¥«·s²ø°Ï,,11,17,4254, 2022-11-17
²½¨å,¤[¯d¯uÆF®c,«ÌªF¿¤¸U¤¦¶m,,6,18,4255, 2022-06-18
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,2,19,4256, 2022-02-19
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,4,8,4257, 2022-04-08
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,6,19,4258, 2022-06-19
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,7,30,4259, 2022-07-30
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,9,19,4260, 2022-09-19
²½¨å,Ä_ªLÁI¦x,¹Å¸q¿¤¥Á¶¯¶m,,11,17,4261, 2022-11-17
²½¨å,ºÖ¼w¯¨,«ÌªF¿¤¸U¤¦¶m,,8,15,4262, 2022-08-15
ÄÀ­{¦È¥§¦ò½Ï¨°,·O¥ú¦x,»O¥_¥«¤å¤s°Ï,,4,8,4263, 2022-04-08
¼y¨å,¤T¦w®c,¶³ªL¿¤¥|´ò¶m,µL,6,10,4264, 2022-06-10
¯D¦ò¸`,¦ò³»¤s´Â¸t¦x,»O«n¥«¥ªÂí°Ï,¥D­n¥H¯D¦ò¡B»w¸g¬èºÖ¬°¥D,4,8,4265, 2022-04-08
©sÄõ¬Ö¿V¤fªk·|,¦ò³»¤s´Â¸t¦x,»O«n¥«¥ªÂí°Ï,»w¸g¬èºÖ¡B´¶«×¤j·|,7,15,4266, 2022-07-15
¼y¯¬Æ[­µ¸t½Ï,¦ò³»¤s´Â¸t¦x,»O«n¥«¥ªÂí°Ï,"¹A¾ä2/19¡B6/19¡B9/19, »w¸g¬èºÖ",2,19,4267, 2022-02-19
«°¶ª´L¯«¸t½Ï,«°¶ª¼q,¹ü¤Æ¿¤¤j§ø¶m,,6,15,4268, 2022-06-15
¸t½Ï¤é,¤ë¿³®c,¶³ªL¿¤ªF¶Õ¶m,,7,1,4269, 2022-07-01
²½¨å¤é,¤ë¿³®c,¶³ªL¿¤ªF¶Õ¶m,¬°¤K¤ý·ÝÁ|¦æ²½¨å¡A¬¡°Ê²ø­«¨å¶®¡A¥H¨D­·½Õ«B¶¶¡A°ê®õ¥Á¦w¡A¸U¥Á¯ÇºÖ¼W²»¡D,6,29,4270, 2022-06-29
²½¨å,²b¦]¦x,»O¥_¥«¤hªL°Ï,,4,8,4271, 2022-04-08
²½¨å,¥Õ¨FÆWÆ[¯è¦x,·s¥_¥«¥Ûªù°Ï,,8,6,4272, 2022-08-06
²½¨å,°]¹Îªk¤H¥xÆW¬Ù¥x¥_¿¤Æ[­µ¤s­â¶³ÁI¦x,·s¥_¥«¤­ªÑ°Ï,,2,19,4273, 2022-02-19
²M¤ô¯ª®v,¦ò¤s¦x,«ÌªF¿¤ªLÃä¶m,,1,6,4274, 2022-01-06
²½¨å,°]¹Îªk¤H¤¤Ãc¤T±Ðµµ¶³®c,®ç¶é¥«¤¤Ãc°Ï,,6,24,4275, 2022-06-24
¦aÂÃªk·| ¤C¤ë ª»Äõ¬Öªk·| ¡B¨Ñ¹¬¡B¶W´ç¯ª¥ý¡B­Þ¿Ë¶Å¥D¡C,Æ[¦]¦x,°ª¶¯¥«ªü½¬°Ï,¦aÂÃªk·| ¤C¤ë ª»Äõ¬Öªk·|¡B¨Ñ¹¬¡B¶W´ç¯ª¥ý¡B­Þ¿Ë¶Å¥D¡C,7,1,4276, 2022-07-01
²½¨å,Âù©M®c,·s¥_¥«¸U¨½°Ï,,4,16,4277, 2022-04-16
¥Í¤é,¤T©M®c,°ª¶¯¥«À±ªû°Ï,,6,18,4278, 2022-06-18
²½¨å,ºÖ¦w®c,©yÄõ¿¤Ã¹ªFÂí,,2,21,4279, 2022-02-21
¥_·¥¥È¤Ñ¤W«Ò¸U¹Ø,¥_¥È®c,»O«n¥«¦w©w°Ï,¦Û¥Á°ê69¦~°_©ó¹A¾ä3¤ë3¤é¥È¤Ñ¤W«Ò¸U¹Ø«e¾Ü¤é¿ì²z¨C3¦~¤@¬ì¶i­»ëÐ¹Ò¤j¨å¡]¤¤¶¡¦]¬G¶¡Â_¥Á°ê80¦~«ì´_¿ì²z¦Ü¤µ¡^¡C,3,3,4280, 2022-03-03
¤¤¾Â¤¸«Ó¸t½Ï¤d¬î,¥_¥È®c,»O«n¥«¦w©w°Ï,¦Û¥Á°ê69¦~°_©ó¹A¾ä3¤ë3¤é¥È¤Ñ¤W«Ò¸U¹Ø«e¾Ü¤é¿ì²z¨C3¦~¤@¬ì¶i­»ëÐ¹Ò¤j¨å¡]¤¤¶¡¦]¬G¶¡Â_¥Á°ê80¦~«ì´_¿ì²z¦Ü¤µ¡^¡C,9,9,4281, 2022-09-09
²½¨å,Äª¬wÅ@¤Ñ®c,·s¥_¥«Äª¬w°Ï,,10,18,4282, 2022-10-18
¤¤¬î´¶´ç,«Ì¤s¤Ñ¤¸®c,·s¥_¥«¤TªÛ°Ï,,7,10,4283, 2022-07-10
¶ý¯ª½Ï¨°,¤ÑªL®c,«n§ë¿¤³À¨¦¶m,1.¯¬¹Ø¨åÂ§2.¼q·|-¹SÁÂ¯«®¦À¸¦±¬¡°Ê3.ªï¯«ëÐ¹Ò¬è¨D­·½Õ«B¶¶¡B°ê®õ¥Á¦w.,3,23,4284, 2022-03-23
²½¨å,ÀÙ¼w®c,·s¥_¥«¦Á¤î°Ï,,3,23,4285, 2022-03-23
¦À©²¤d·³¸t½Ï,Âí©M®c,°ª¶¯¥«¤j¾ð°Ï,,6,18,4286, 2022-06-18
²½¨å,¤K¨½¥N¤Ñ©²©^¤Ñ®c,·s¥_¥«¤K¨½°Ï,,9,19,4287, 2022-09-19
©ú©ú¤W«Ò,·Oµ½¦ò°|,¹Å¸q¥«ªF°Ï,,2,19,4288, 2022-02-19
¤Ñ¤W¸t¥À¸t½Ï,«n¹C®c,¹Å¸q¥«¦è°Ï,,3,23,4289, 2022-03-23
·s¬K¤d¦ò¬è¦wªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,¿Ø»w¡m¤T¤d¦ò¬x¦WÄ_Äb¡n¡AÂ§«ô¤d¦ò¡A¬è¨D·s¦~¦N²»¦p·N¡C,1,3,4290, 2022-01-03
¶Ç¿O¬èºÖ¤jªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,¥ú¼w¦x¦í«ù²b¤ßªø¦Ñ¡A¦³·P©ó²{¤µªÀ·|¤H¤ß¤£¦w¡A©ó¤K¤Q¤E¬K©u¶}©l¡A¨C¦~±Ò«Ø¶Ç¿O¬èºÖ¤jªk·|¡A¬è¨D½Ñ¦òµÐÂÄ¥[³Q¡A½ç¤©¤H¤H¥ú©ú»P´¼¼z¡A«Ø¥ß¦w²»©M¼Öªº¤H¶¡²b¤g¡C,1,28,4291, 2022-01-28
¯D¦òªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,¦ò±Ð±Ð¥DÄÀ­{¦È¥§¦ò¡A¬O¦b¥j¦L«×ÂÅ¬s¥§¶é½Ï¥Í¡A·í®É¦³¤EÀs¦R¤ôÄé¨N¦ò¨­¡A¦]¦¹¡A¦b¼y¯¬¦ò½Ï®É¡A³£¥H¡u¯D¦ò¡vªº¬ö©À¤è¦¡¡A¨Óªí¹F¹ï¦òªûªº®¥·q¡C,4,6,4292, 2022-04-06
¦aÂÃªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,¦aÂÃµÐÂÄ¸t½Ï¬ö©À¡C,7,16,4293, 2022-07-16
¤j¦ò³»­º·«ÄY­ß¶§¨â§Q¤jªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,¥ú¼w¦x¦í«ù²b¤ßªø¦Ñ±q81¦~¬î©u¶}©l¡A¨C¦~¦b¥ú¼w¦x±Ò«Ø¡u¤j¦ò³»­º·«ÄY­ß¶§¨â§Q¤jªk·|¡v¡A¿í·ÓÄÀ´L¦b¡m·«ÄY¸g¡n¤¤ªº¶}¥Ü¡A³]¥ß·«ÄY¾Â¡A®¥½Ð°ª¹¬¤j¼w¡A¦pªk­×«ù¡A·PÀ³¨³³t¡A®ÄªG§»¤j¡A­ß¶§¨â§Q¡C³oºØ®í³Óªkªù¡A¦b¥xÆW¬Æ¤Ö¤H´£­Ò¡C²b¤ßªø¦Ñ±Ò«Ø¥ú¼w¦x·«ÄY¤jªk·|¡A¹ê¬°¥xÆW¿W³Ð¡C,9,11,4294, 2022-09-11
ÃÄ®vªk·|,¥ú¼w¦x,°ª¶¯¥«ªü½¬°Ï,ÃÄ®v¸t½Ï¬ö©À¡C,9,27,4295, 2022-09-27
¤¤­ì´¶´ç,¤¤©M®ü¤s®c,·s¥_¥«¤¤©M°Ï,,7,15,4296, 2022-07-15
¤Ñ¤W¸t¥À¸t½Ï,¤¤©M®ü¤s®c,·s¥_¥«¤¤©M°Ï,,3,23,4297, 2022-03-23
²½¨å,ªøºÖ©¥,·s¥_¥«·s©±°Ï,,1,6,4298, 2022-01-06
Ãö¸t«Ò§g½Ï¨°,§J©ú®c,«n§ë¿¤¦Ë¤sÂí,,6,24,4299, 2022-06-24
²½¨å,ÅãÀ³¯ª®v¼q,·s¥_¥«·s©±°Ï,,5,3,4300, 2022-05-03
¶}ºs¸t¤ý¸t½Ï¯¬¹Ø¤j¨å,«Ø¿³®c,»O¤¤¥«¯Q¤é°Ï,·í¤é¦³½Ð¯«´LëÐ²ø¬¡°Ê¡C,2,15,4301, 2022-02-15
¤Ñ¤W¸t¥À¸t½Ï¤d¬î,¤»¥Ò¶ý¯ª¼q,»O«n¥«¤»¥Ò°Ï,¶ý¯ª®Q®Q½Ï¨°Á|¦æ¼y¨å¡A¬¡°Ê¹A¦w±Æ¾ä3¤ë21¡B22¡B23¸u½Ðºq¥JÀ¸ªíºt¡C,3,23,4302, 2022-03-23
¼s¿A´L¤ý¸t½Ï,»ñ¤s®c,¹Å¸q¿¤¸q¦Ë¶m,¹S¯««ô«ô¡B³¥»OÀ¸µ¥,8,23,4303, 2022-08-23
¤­¤Ó«O¸t½Ï,»ñ¤s®c,¹Å¸q¿¤¸q¦Ë¶m,·í¤éÂ¶¹Ò¡B¤j«ô«ô¡B³¥»OÀ¸¡B®a®a¤á¤á¿ì¥­¦w®b¬y¤ô®u,11,16,4304, 2022-11-16
²½¨å,®ç¶é¿¤¤j·ËÂí§®¶³ºëªÙ,®ç¶é¥«¤j·Ë°Ï,¹A¾ä¥¿¤ë¤@¤é¦Ü¤­¤é ¹A¾ä¥|¤ë¤T¤é,7,15,4305, 2022-07-15
²½¨å,¼s¿³®c,¹Å¸q¿¤¥Á¶¯¶m,,3,3,4306, 2022-03-03
ÄÀ­{¦È¥§¦ò½Ï¨°,¯u­×¦x,»O¥_¥«¤å¤s°Ï,,4,8,4307, 2022-04-08
Ãö¸t«Ò§g¸t½Ï,µ½»¤°ó,°ª¶¯¥«¬ü¿@°Ï,,6,24,4308, 2022-06-24
µ½»¤°ó¸¨¦¨¬ö©À¤é,µ½»¤°ó,°ª¶¯¥«¬ü¿@°Ï,,10,28,4309, 2022-10-28
¬K²½,°]¹Îªk¤H®ç¶é¥«¥Û¶³ÅÉ,®ç¶é¥«Àt¤s°Ï,¦w¸m¸S¦ì°©¦Ç¤§®aÄÝ¬°¥D,3,1,4310, 2022-03-01
¤¤¤¸´¶´ç,°]¹Îªk¤H®ç¶é¥«¥Û¶³ÅÉ,®ç¶é¥«Àt¤s°Ï,¦w¸m¸S¦ì°©¦Ç¤§®aÄÝ¬°¥D,7,23,4311, 2022-07-23
¬î²½,°]¹Îªk¤H®ç¶é¥«¥Û¶³ÅÉ,®ç¶é¥«Àt¤s°Ï,¦w¸m¸S¦ì°©¦Ç¤§®aÄÝ¬°¥D,12,1,4312, 2022-12-01
¤j¤ý¤y¤s°ê¤ý¸t½Ï,¤T¤s°ê¤ý¼q,»O«n¥«¥_°Ï,,2,25,4313, 2022-02-25
¤G¤ý©ú¤s°ê¤ý¸t½Ï,¤T¤s°ê¤ý¼q,»O«n¥«¥_°Ï,,2,28,4314, 2022-02-28
¤T¤ý¿W¤s°ê¤ý¸t½Ï,¤T¤s°ê¤ý¼q,»O«n¥«¥_°Ï,,3,24,4315, 2022-03-24
²½¨å,ºÖ¥¿®c,·s¥_¥«·s²ø°Ï,,8,16,4316, 2022-08-16
¦¶©²¤d·³¸t½Ï¤é,¥x¥_·O¥ú¼q,»O¥_¥«¤º´ò°Ï,,4,25,4317, 2022-04-25
²½¨å,¤T­«¿³¼w¯¨,·s¥_¥«¤T­«°Ï,,2,2,4318, 2022-02-02
Æ[¥@­µµÐÂÄ,°]¹Îªk¤H¥xÆW¬Ù¹Å¸q¥«¼W¥ú¦x,¹Å¸q¥«ªF°Ï,,1,1,4319, 2022-01-01
«O¥Í¤j«Ò½Ï¨°,ªD¼d¶m¤ô©³¼d«O¦w®c,«ÌªF¿¤ªD¼d¶m,,3,15,4320, 2022-03-15
²½¨å,·O¼w°ó,»O¥_¥«¤º´ò°Ï,,1,1,4321, 2022-01-01
²½¨å,·O¼w°ó,»O¥_¥«¤º´ò°Ï,,1,9,4322, 2022-01-09
²½¨å,¤Ó¤l¼q,»O«n¥«¤s¤W°Ï,,9,9,4323, 2022-09-09
²½¨å,®ü®¦²b¦x,¹Å¸q¿¤¥Á¶¯¶m,,1,1,4324, 2022-01-01
²½¨å,®ü®¦²b¦x,¹Å¸q¿¤¥Á¶¯¶m,,4,8,4325, 2022-04-08
»í¬P¤j«Ò¸t½Ï,©ú¸t®c,¶³ªL¿¤»O¦è¶m,,1,3,4326, 2022-01-03
²½¨å,µÐ´£¦x,¼ê´ò¿¤°¨¤½¥«,,2,19,4327, 2022-02-19
²½¨å,ºÖ¼w¯¨,¼ê´ò¿¤´ò¦è¶m,,2,2,4328, 2022-02-02
²½¨å,½¬µØ¦x,·s¥_¥«¤TªÛ°Ï,,4,8,4329, 2022-04-08
²M¤ô¯ª®v¤½,«ÂÆF®c,¹Å¸q¿¤¤»¸}¶m,¦­´Á¥Îª««~¨Ñµ½¨k«H¤k¤^¨D¦Y¥­¦w¡A«á¨Ó¥Îµo°]ª÷¡]²{ª÷¡^¨Ñ¥»ÉÜ¤H¤^¨D¡A¦h¤Ö¥Í§Q®§¼W¥[¼q²£¦¬¤J¡C,1,15,4330, 2022-01-15
¦¶©²¤d·³,«ÂÆF®c,¹Å¸q¿¤¤»¸}¶m,¨Ì·Ó¥jÂ§¨C¦~Á|¦æ¨µÀçÂ§»ö¡A¦³Ã¹¹ª¡B°}ÀY¡B¯«Ãâ¡C¥þÉÜµ½¨k«H¤kÀH­»·q«ô¡A¬¡°Ê²øÄY¨å¶®¡A´I¦³¤å¤Æ±Ð¨|»ö¦¡¡C,6,15,4331, 2022-06-15
¥D¯«¸t½Ï,ÂûªL¤¯·RºÖ¼w®c,·s¦Ë¿¤¦ËªFÂí,,2,2,4332, 2022-02-02
¥­¦wÀ¸,ÂûªL¤¯·RºÖ¼w®c,·s¦Ë¿¤¦ËªFÂí,,10,10,4333, 2022-10-10
²½¨å,¿³¦w®c,©yÄõ¿¤Ã¹ªFÂí,,2,25,4334, 2022-02-25
¼q¼y,¸t¦ö®c,»O¥_¥«¤hªL°Ï,,8,15,4335, 2022-08-15
ÀÙ¤½¬¡¦ò¸t½Ï,¤ÑÀÙ®c,¹ü¤Æ¿¤°ñÀY¶m,,6,9,4336, 2022-06-09
²½¨å,¥Á¦wºÖ¼w¼q,©yÄõ¿¤¥V¤s¶m,,8,15,4337, 2022-08-15
²½¨å,·O¤¯®c,·s¥_¥«°^¼d°Ï,,3,23,4338, 2022-03-23
²½¨å,¤T®lÂí·ËáY¼dºÖ¶©®c,·s¥_¥«¤T®l°Ï,,1,13,4339, 2022-01-13
²½¨å,¤T®lÂí·ËáY¼dºÖ¶©®c,·s¥_¥«¤T®l°Ï,,8,15,4340, 2022-08-15
¤Ñ¤W¸t¥À¸t½Ï¤d¬î,ªF¸t®c,»O¤¤¥«ªF¶Õ°Ï,,3,23,4341, 2022-03-23
¦w®y¶g¦~¼y´ÓºÖªk·|,ªF¸t®c,»O¤¤¥«ªF¶Õ°Ï,,10,15,4342, 2022-10-15
ªï·s¬K,¤s¦è®c,»O«n¥«Ãö¼q°Ï,(1¤ë1~15¤é) ¬K¸`ªï¬K¬¡°Ê¡A¤¸®d¸`´£¿O½òµó¡A²q¿OÁ¼µ¥¬¡°Ê,1,1,4343, 2022-01-01
¥É¬Ó¤W«Ò¸U¹Ø,¤s¦è®c,»O«n¥«Ãö¼q°Ï,®¥¯¬¥É¬Ó¤W«Ò¸U¹ØµLÃ¦¡A°Ï¥Á¤@¦P°Ñ¥[¯¬¹Ø¤j¨å,1,9,4344, 2022-01-09
Ãö«Ò¸t§g­¸ª@,¤s¦è®c,»O«n¥«Ãö¼q°Ï,²½¨å¬¡°Ê,1,16,4345, 2022-01-16
Ãö¥­¤Ó¤l¸t½Ï,¤s¦è®c,»O«n¥«Ãö¼q°Ï,¯¬¹Ø¨åÂ§¡B®¥¯¬Ãö¥­¤Ó¤l¸t½Ï¡B¿Ë¤l°·¦æ¬¡°Ê¥þ°Ï¥Á°Ê°_¨Ó¬è¨D¤jÀt¬¡°Êºq¥JÀ¸¡B¥¬³UÀ¸ªíºt,5,13,4346, 2022-05-13
Ãö«Ò¸t§g¸t½Ï,¤s¦è®c,»O«n¥«Ãö¼q°Ï,¯¬¹Ø¨åÂ§¡B«´¤l¹L­­¡Bº¹­x¥Ñ¨½¥Á¦@Á¸²±Á|¡Bºq¥JÀ¸¡B¥¬³UÀ¸ªíºt,6,24,4347, 2022-06-24
¤¤¤¸´¶´ç,¤s¦è®c,»O«n¥«Ãö¼q°Ï,¥Ñ¨½¥Á°Ñ»P²±¤j´¶´ç¬¡°Ê,7,18,4348, 2022-07-18
¥D¯«¸t½Ï,´¶¤¸®c,·s¦Ë¿¤·sÂ×¶m,,8,8,4349, 2022-08-08
²½¨å,»E¼w°ó,®ç¶é¥«¤j¶é°Ï,¿ì²z¤½¯q·Oµ½¤ÎªÀ·|±Ð¤Æ¨Æ·~,3,15,4350, 2022-03-15
¥D¯«²M¤ô¯ª®v½Ï¨°,¼s¦æ®c,®ç¶é¥«¤K¼w°Ï,´£«e¼y¤¸®d²q¿OÁ¼,1,6,4351, 2022-01-06
ºÖ¼w¥¿¯«¤d¬î,¼s¦æ®c,®ç¶é¥«¤K¼w°Ï,ºÖ¼wÀ\·|,2,2,4352, 2022-02-02
Ãö¸t«Ò§g½Ï¨°,¼s¦æ®c,®ç¶é¥«¤K¼w°Ï,ªÀ°Ï¥þÅéÁ`°Ê­û¶é¹C·|,1,24,4353, 2022-01-24
¤¤¤¸´¶´ç,¼s¦æ®c,®ç¶é¥«¤K¼w°Ï,¤¤¤¸´¶´çªk·|,7,21,4354, 2022-07-21
Ãö¸t«Ò§g¸t½Ï,·O¼w·O´f°ó,»O¤¤¥«¦è¤Ù°Ï,Ãö¸t«Ò§g¸t½Ï¤éÁ|¿ì¡i¸É°]®w¡j¬¡°Ê¡A¤D¦]Ãö¸t«Ò§g¤@¯ë¥Á¶¡´L¬°¡uªZ°]¯«¡v¡A¦]¦¹¬O¤éÁ|¿ì¸É°]®w¬°«H²³²K¸ÉµL§Î°]®w¥H¬è°]·½¶¶³q¡A¤u°Ó¨Æ·~¦p·N¦N²»¡C,6,24,4355, 2022-06-24
º½¦Àª÷¥À¸t½Ï,·O¼w·O´f°ó,»O¤¤¥«¦è¤Ù°Ï,º½¦Àª÷¥À¸t½Ï¤é¡A¥»°ó´`¨ÒÁ|¿ì¡iª÷¥À¬×®Ñªk¤ñÁÉ¡j¹{¼ú¨åÂ§°µ¬°¼y¯¬º½¦Àª÷¥À¸t½Ï¬¡°Ê¡AÁÜ½Ð¦U¯Åªø©x»YÁ{¹{¼ú¡C,7,18,4356, 2022-07-18
¶}ºs¸t¤ý¤d¬î,ÆF´f¼q,©yÄõ¿¤¤­µ²¶m,Â¶¹Ò¬¡°Ê¡B¹|¸g¯¬¹Ø¡B²½«ô¡B°µÀ¸µ¥,2,15,4357, 2022-02-15
º½¦Àª÷¥À¡B¼s¿A´L¤ý¸t½Ï¤d¬î,±Ï¥@°ó,»O«n¥«ªF¤s°Ï,¨C¦~¥H¹A¾ä8¤ë8¤é¬°º½¦Àª÷¥À»P¼s¿A´L¤ý¨ä¥L¯«©ú¤@°_¯¬¹Ø¡A²³¦h«H®{·Ç³ÆÂAªá¯ÀªG¬¹Â§µ¥·q«ô¡A¤U¤È²³¦h«H®{¦U®a¤á¦Û³Æ¸§¡B¯ÀµæÀa½à§L²½«ô¡A¿ì®à®b«Èºq»Rªíºtµ¥¡A¥H¬°º½¦Àª÷¥À»P¼s¿A´L¤ý¸t½Ï¤d¬î¯¬¹Ø¡C,8,8,4358, 2022-08-08
